177	税率9	税率9	其他费用9	decimal(18,6)	缴费明细、业务汇总、交叉核验、页面展示、导出Excel
178	税金9	税金9	其他费用9	decimal(18,6)	缴费明细、业务汇总、交叉核验、页面展示、导出Excel
179	含税金额9	含税金额9	其他费用9	decimal(18,6)	缴费明细、业务汇总、交叉核验、页面展示、导出Excel
180	其他电量9	其他电量9	其他费用9	decimal(18,6)	缴费明细、业务汇总、交叉核验、页面展示、导出Excel
181	业务大类9	业务大类9	其他费用9	varchar/enum	缴费明细、业务汇总、交叉核验、页面展示、导出Excel
182	业务小类9	业务小类9	其他费用9	varchar/enum	缴费明细、业务汇总、交叉核验、页面展示、导出Excel
183	业务活动9	业务活动9	其他费用9	varchar/enum	缴费明细、业务汇总、交叉核验、页面展示、导出Excel
184	市场段9	市场段9	其他费用9	varchar/enum	缴费明细、业务汇总、交叉核验、页面展示、导出Excel
185	产品段9	产品段9	其他费用10	varchar/enum	缴费明细、业务汇总、交叉核验、页面展示、导出Excel
186	其他费用名称10	其他费用名称10	其他费用10	varchar/enum	缴费明细、业务汇总、交叉核验、页面展示、导出Excel
187	票据类型10	票据类型10	其他费用10	varchar/enum	缴费明细、业务汇总、交叉核验、页面展示、导出Excel
188	价款10	价款10	其他费用10	decimal(18,6)	缴费明细、业务汇总、交叉核验、页面展示、导出Excel
189	税率10	税率10	其他费用10	decimal(18,6)	缴费明细、业务汇总、交叉核验、页面展示、导出Excel
190	税金10	税金10	其他费用10	decimal(18,6)	缴费明细、业务汇总、交叉核验、页面展示、导出Excel
191	含税金额10	含税金额10	其他费用10	decimal(18,6)	缴费明细、业务汇总、交叉核验、页面展示、导出Excel
192	其他电量10	其他电量10	其他费用10	decimal(18,6)	缴费明细、业务汇总、交叉核验、页面展示、导出Excel
193	业务大类10	业务大类10	其他费用10	varchar/enum	缴费明细、业务汇总、交叉核验、页面展示、导出Excel
194	业务小类10	业务小类10	其他费用10	varchar/enum	缴费明细、业务汇总、交叉核验、页面展示、导出Excel
195	业务活动10	业务活动10	其他费用10	varchar/enum	缴费明细、业务汇总、交叉核验、页面展示、导出Excel
196	市场段10	市场段10	其他费用10	varchar/enum	缴费明细、业务汇总、交叉核验、页面展示、导出Excel
197	产品段10	产品段10	其他费用11	varchar/enum	缴费明细、业务汇总、交叉核验、页面展示、导出Excel
198	是否为首单	是否为首单	首单标识	varchar/enum	缴费明细、业务汇总、交叉核验、页面展示、导出Excel
